tempo de leitura: 0.009461
Iteracao	Erro < 0.001000
X[98] = 0.038086
X[99] = 0.038086
X[100] = 0.250938
X[101] = -0.038219
X[102] = -0.058299
X[103] = -0.090428
X[104] = 0.022022
X[105] = 0.126440
X[106] = -0.030187
X[107] = -0.018139
X[108] = 0.295114
X[109] = 0.094311
X[110] = 0.050134
X[111] = -0.042235
X[112] = 0.082263
X[113] = -0.054283
X[114] = -0.054283
X[115] = 0.098327
X[116] = 0.174632
X[117] = 0.074231
X[118] = 0.009974
X[119] = 0.074231
X[120] = 0.287082
X[121] = -0.022155
X[122] = 0.130456
X[123] = 0.082263
X[124] = 0.126440
X[125] = 0.106359
X[126] = -0.058299
X[127] = -0.082396
X[128] = 0.054150
X[129] = 0.082263
X[130] = 0.275034
X[131] = -0.074364
X[132] = -0.066331
X[133] = 0.287082
X[134] = 0.050134
X[135] = 0.162584
X[136] = 0.166600
X[137] = 0.138488
X[138] = -0.034203
X[139] = 0.174632
X[140] = 0.291098
X[141] = 0.026038
X[142] = 0.166600
X[143] = -0.058299
X[144] = 0.026038
X[145] = 0.218809
X[146] = -0.050267
X[147] = 0.110375
X[148] = -0.006090
X[149] = 0.062183
X[150] = 0.291098
X[151] = 0.190697
X[152] = 0.146520
X[153] = -0.070348
X[154] = -0.022155
X[155] = 0.182665
X[156] = -0.054283
X[157] = 0.230857
