tempo de leitura: 0.304565
Iteracao	Erro < 0.001000
1351		0.244050
1352		0.322554
1353		0.243764
1354		0.322055
1355		0.243479
1356		0.321557
1357		0.243194
1358		0.321059
1359		0.242909
1360		0.320563
1361		0.242624
1362		0.320067
1363		0.242340
1364		0.319572
1365		0.242056
1366		0.319078
1367		0.241773
1368		0.318585
1369		0.241489
1370		0.318093
1371		0.241206
1372		0.317602
1373		0.240923
1374		0.317112
1375		0.240641
1376		0.316622
1377		0.240359
1378		0.316133
1379		0.240077
1380		0.315645
1381		0.239795
1382		0.315158
1383		0.239514
1384		0.314672
1385		0.239233
1386		0.314187
1387		0.238952
1388		0.313703
1389		0.238671
1390		0.313219
1391		0.238391
1392		0.312736
1393		0.238111
1394		0.312254
1395		0.237832
1396		0.311773
1397		0.237552
1398		0.311293
1399		0.237273
1400		0.310814
1401		0.236994
1402		0.310335
1403		0.236716
1404		0.309857
1405		0.236438
1406		0.309381
1407		0.236160
1408		0.308905
1409		0.235882
1410		0.308429
1411		0.235605
1412		0.307955
1413		0.235328
1414		0.307481
1415		0.235051
1416		0.307009
1417		0.234774
1418		0.306537
1419		0.234498
1420		0.306066
1421		0.234222
1422		0.305595
1423		0.233946
1424		0.305126
1425		0.233671
1426		0.304657
1427		0.233396
1428		0.304189
1429		0.233121
1430		0.303722
1431		0.232846
1432		0.303256
1433		0.232572
1434		0.302791
1435		0.232298
1436		0.302326
1437		0.232024
1438		0.301863
1439		0.231751
1440		0.301400
1441		0.231478
1442		0.300937
1443		0.231205
1444		0.300476
1445		0.230932
1446		0.300016
1447		0.230660
1448		0.299556
1449		0.230388
1450		0.299097
1451		0.230116
1452		0.298639
1453		0.229845
1454		0.298181
1455		0.229574
1456		0.297725
1457		0.229303
1458		0.297269
1459		0.229032
1460		0.296814
1461		0.228762
1462		0.296360
1463		0.228492
1464		0.295906
1465		0.228222
1466		0.295454
1467		0.227952
1468		0.295002
1469		0.227683
1470		0.294551
1471		0.227414
1472		0.294100
1473		0.227145
1474		0.293651
1475		0.226877
1476		0.293202
1477		0.226609
1478		0.292754
1479		0.226341
1480		0.292307
1481		0.226073
1482		0.291860
1483		0.225806
1484		0.291415
1485		0.225539
1486		0.290970
1487		0.225272
1488		0.290526
1489		0.225006
1490		0.290082
1491		0.224739
1492		0.289640
1493		0.224473
1494		0.289198
1495		0.224208
1496		0.288757
1497		0.223942
1498		0.288316
1499		0.223677
1500		0.287877
1501		0.223412
1502		0.287438
1503		0.223148
1504		0.287000
1505		0.222884
1506		0.286562
1507		0.222620
1508		0.286126
1509		0.222356
1510		0.285690
1511		0.222092
1512		0.285255
1513		0.221829
1514		0.284821
1515		0.221566
1516		0.284387
1517		0.221303
1518		0.283954
1519		0.221041
1520		0.283522
1521		0.220779
1522		0.283091
1523		0.220517
1524		0.282660
1525		0.220256
1526		0.282230
1527		0.219994
1528		0.281801
1529		0.219733
1530		0.281372
1531		0.219473
1532		0.280945
1533		0.219212
1534		0.280518
1535		0.218952
1536		0.280092
1537		0.218692
1538		0.279666
1539		0.218432
1540		0.279241
1541		0.218173
1542		0.278817
1543		0.217914
1544		0.278394
1545		0.217655
1546		0.277971
1547		0.217396
1548		0.277549
1549		0.217138
1550		0.277128
1551		0.216880
1552		0.276708
1553		0.216622
1554		0.276288
1555		0.216365
1556		0.275869
1557		0.216107
1558		0.275451
1559		0.215850
1560		0.275033
1561		0.215594
1562		0.274616
1563		0.215337
1564		0.274200
1565		0.215081
1566		0.273784
1567		0.214825
1568		0.273370
1569		0.214570
1570		0.272955
1571		0.214314
1572		0.272542
1573		0.214059
1574		0.272129
1575		0.213804
1576		0.271717
1577		0.213550
1578		0.271306
1579		0.213295
1580		0.270896
1581		0.213041
1582		0.270486
1583		0.212788
1584		0.270076
1585		0.212534
1586		0.269668
1587		0.212281
1588		0.269260
1589		0.212028
1590		0.268853
1591		0.211775
1592		0.268447
1593		0.211523
1594		0.268041
1595		0.211271
1596		0.267636
1597		0.211019
1598		0.267231
1599		0.210767
1600		0.266828
1601		0.210516
1602		0.266425
1603		0.210265
1604		0.266022
1605		0.210014
1606		0.265621
1607		0.209763
